policy_id,customer_id,agent_id,policy_type,policy_start_date,policy_end_date,policy_status,region,annual_premium
P001006,C00108,A0047,Auto,2025-06-09,2026-06-09,Active,South,1379.74
P001007,C00027,A0008,Health,2024-06-20,2025-06-20,Active,Midwest,4452.39
P001008,C00674,A0064,Auto,2023-11-27,2024-11-26,Active,Northeast,1674.66
P001009,C00001,A0058,Health,2024-10-19,2025-10-19,Active,South,6282.76
P001010,C00732,A0001,Auto,2023-12-20,2024-12-19,Renewed,Northeast,1583.15
P001011,C00405,A0031,Commercial,2023-08-17,2024-08-16,Renewed,South,7820.67
P001012,C00282,A0025,Life,2023-11-02,2024-11-01,Active,West,594.47
P001013,C00499,A0025,Auto,2024-06-04,2025-06-04,Renewed,West,1384.56
P001014,C00037,A0016,Commercial,2025-06-09,2026-06-09,Cancelled,South,10343.31
P001015,C00301,A0030,Auto,2024-12-02,2025-12-02,Renewed,West,1748.26
P001016,C00126,A0039,Commercial,2024-05-06,2025-05-06,Active,West,10755.91
P001017,C00382,A0026,Health,2024-06-17,2025-06-17,Active,Midwest,2980.21
P001018,C00241,A0059,Health,2024-09-27,2025-09-27,Expired,Midwest,6815.07
P001019,C00408,A0054,Life,2023-08-25,2024-08-24,Renewed,West,924.96
P001020,C00648,A0074,Home,2023-03-24,2024-03-23,Active,South,1916.02
P001021,C00032,A0028,Auto,2023-11-14,2024-11-13,Renewed,Midwest,2035.8
P001022,C00536,A0005,Auto,2023-11-26,2024-11-25,Active,West,1069.65
P001023,C00975,A0029,Life,2025-06-14,2026-06-14,Active,Northeast,654.77
P001024,C00337,A0066,Commercial,2024-08-02,2025-08-02,Active,West,9183.22
P001025,C00577,A0003,Auto,2024-03-20,2025-03-20,Active,South,922.31
P001026,C00294,A0061,Auto,2024-07-10,2025-07-10,Cancelled,South,2090.58
P001027,C00734,A0062,Life,2023-01-18,2024-01-18,Cancelled,South,606.35
P001028,C00184,A0026,Auto,2023-12-02,2024-12-01,Active,Midwest,809.37
P001029,C00209,A0060,Home,2024-06-12,2025-06-12,Active,West,1468.78
P001030,C00415,A0062,Commercial,2025-03-08,2026-03-08,Active,South,10809.74
P001031,C00334,A0052,Auto,2024-05-15,2025-05-15,Renewed,West,2209.67
P001032,C00459,A0048,Home,2024-12-18,2025-12-18,Active,West,1525.94
P001033,C00353,A0053,Home,2023-08-23,2024-08-22,Expired,Northeast,1992.98
P001034,C00462,A0051,Life,2025-03-07,2026-03-07,Active,South,1367.3
P001035,C00516,A0020,Life,2023-04-25,2024-04-24,Active,South,1254.57
P001036,C00053,A0003,Home,2024-06-13,2025-06-13,Renewed,South,2199.74
P001037,C00421,A0054,Commercial,2024-10-30,2025-10-30,Renewed,West,9828.04
P001038,C00720,A0063,Health,2023-06-16,2024-06-15,Active,Northeast,5811.31
P001039,C00301,A0039,Home,2024-07-28,2025-07-28,Active,West,1950.96
P001040,C00311,A0069,Health,2023-11-20,2024-11-19,Active,South,7085.23
P001041,C00157,A0057,Auto,2023-05-18,2024-05-17,Renewed,Northeast,1396.29
P001042,C00932,A0038,Home,2024-01-09,2025-01-08,Cancelled,South,3099.27
P001043,C00678,A0038,Home,2023-05-09,2024-05-08,Active,South,2871.05
P001044,C00880,A0037,Life,2024-10-17,2025-10-17,Active,South,683.51
P001045,C00982,A0020,Commercial,2025-03-18,2026-03-18,Renewed,South,11010.54
P001046,C00346,A0060,Commercial,2023-05-26,2024-05-25,Active,West,8503.01
P001047,C00863,A0029,Life,2023-02-28,2024-02-28,Active,Northeast,1332.0
P001048,C00100,A0013,Health,2024-09-27,2025-09-27,Expired,West,3096.13
P001049,C00051,A0056,Health,2025-06-08,2026-06-08,Expired,South,6233.24
P001050,C00888,A0056,Auto,2023-09-29,2024-09-28,Cancelled,South,1338.46
P001051,C00319,A0057,Commercial,2023-02-24,2024-02-24,Cancelled,Northeast,5131.7
P001052,C00751,A0004,Home,2024-05-13,2025-05-13,Active,South,2859.48
P001053,C00680,A0056,Commercial,2024-03-21,2025-03-21,Active,South,7023.22
P001054,C00743,A0066,Life,2023-11-28,2024-11-27,Active,West,707.88
P001055,C00978,A0040,Life,2025-05-16,2026-05-16,Expired,West,1141.25
P001056,C00771,A0046,Home,2024-01-02,2025-01-01,Active,West,2565.27
P001057,C00509,A0053,Health,2025-03-30,2026-03-30,Renewed,Northeast,5437.56
P001058,C00705,A0009,Auto,2023-10-18,2024-10-17,Active,Midwest,945.69
P001059,C00833,A0021,Auto,2025-06-07,2026-06-07,Renewed,South,1604.53
P001060,C00476,A0042,Commercial,2025-01-08,2026-01-08,Active,Midwest,10729.45
P001061,C00387,A0061,Home,2024-06-25,2025-06-25,Expired,South,2306.74
P001062,C00597,A0069,Commercial,2024-02-18,2025-02-17,Active,South,8478.36
P001063,C00148,A0006,Home,2023-10-14,2024-10-13,Active,South,2066.91
P001064,C00207,A0070,Life,2023-07-20,2024-07-19,Renewed,South,921.1
P001065,C00680,A0062,Commercial,2024-05-06,2025-05-06,Active,South,9036.42
P001066,C00854,A0059,Home,2023-10-27,2024-10-26,Expired,Midwest,2497.88
P001067,C00981,A0057,Health,2024-07-03,2025-07-03,Renewed,Northeast,3687.86
P001068,C00468,A0007,Auto,2023-12-11,2024-12-10,Active,South,1456.33
P001069,C00850,A0005,Health,2024-09-01,2025-09-01,Active,West,4605.03
P001070,C00687,A0069,Life,2024-09-22,2025-09-22,Expired,South,966.97
P001071,C00642,A0058,Health,2023-03-18,2024-03-17,Renewed,South,7244.58
P001072,C00168,A0052,Auto,2025-06-25,2026-06-25,Expired,West,1410.28
P001073,C00946,A0057,Health,2025-01-29,2026-01-29,Renewed,Northeast,4119.33
P001074,C00958,A0044,Health,2024-07-11,2025-07-11,Active,South,7286.78
P001075,C00177,A0063,Life,2023-11-09,2024-11-08,Active,Northeast,1056.89
P001076,C00951,A0004,Life,2024-01-25,2025-01-24,Renewed,South,1190.87
P001077,C00398,A0002,Health,2024-10-04,2025-10-04,Active,Midwest,6792.69
P001078,C00213,A0052,Home,2024-11-12,2025-11-12,Renewed,West,2797.83
P001079,C00403,A0050,Life,2024-09-03,2025-09-03,Active,South,725.37
P001080,C00185,A0057,Commercial,2023-12-01,2024-11-30,Active,Northeast,10624.46
P001081,C00342,A0012,Health,2023-09-20,2024-09-19,Renewed,Midwest,5282.51
P001082,C00950,A0044,Auto,2025-03-30,2026-03-30,Active,South,1544.46
P001083,C00277,A0048,Home,2025-03-23,2026-03-23,Expired,West,3064.68
P001084,C00234,A0033,Life,2024-12-16,2025-12-16,Renewed,Midwest,1470.82
P001085,C00316,A0009,Commercial,2024-06-25,2025-06-25,Expired,Midwest,4340.86
P001086,C00334,A0005,Auto,2023-12-12,2024-12-11,Active,West,1382.65
P001087,C00899,A0009,Auto,2025-04-15,2026-04-15,Active,Midwest,2124.42
P001088,C00491,A0054,Life,2023-11-14,2024-11-13,Active,West,1640.98
P001089,C00523,A0023,Home,2023-01-03,2024-01-03,Active,Northeast,1726.89
P001090,C00534,A0076,Auto,2023-10-31,2024-10-30,Renewed,South,1342.62
P001091,C00955,A0068,Auto,2025-03-14,2026-03-14,Cancelled,Northeast,1882.37
P001092,C00175,A0012,Life,2025-01-22,2026-01-22,Expired,Midwest,1521.98
P001093,C00213,A0039,Auto,2024-07-12,2025-07-12,Active,West,1528.49
P001094,C00669,A0048,Health,2024-04-09,2025-04-09,Renewed,West,6181.71
P001095,C00444,A0005,Home,2023-08-24,2024-08-23,Expired,West,1480.85
P001096,C00719,A0043,Auto,2023-08-16,2024-08-15,Active,Northeast,1166.91
P001097,C00138,A0076,Auto,2023-09-09,2024-09-08,Renewed,South,837.58
P001098,C00267,A0042,Life,2024-03-19,2025-03-19,Renewed,Midwest,797.96
P001099,C00010,A0040,Health,2025-03-15,2026-03-15,Active,West,3962.62
P001100,C00863,A0063,Health,2024-07-28,2025-07-28,Expired,Northeast,6141.44
P001101,C00032,A0027,Commercial,2023-09-16,2024-09-15,Active,Midwest,4281.39
P001102,C00854,A0075,Commercial,2024-07-21,2025-07-21,Active,Midwest,4876.46
P001103,C00763,A0008,Home,2024-08-29,2025-08-29,Active,Midwest,2991.86
P001104,C00407,A0001,Life,2025-02-13,2026-02-13,Expired,Northeast,917.91
P001105,C00065,A0012,Home,2023-06-27,2024-06-26,Expired,Midwest,2853.94
P001106,C00216,A0006,Home,2025-06-13,2026-06-13,Active,South,1427.75
P001107,C00515,A0037,Auto,2025-05-27,2026-05-27,Expired,South,811.65
P001108,C00445,A0015,Commercial,2023-10-14,2024-10-13,Renewed,South,6216.4
P001109,C00591,A0075,Commercial,2023-02-08,2024-02-08,Expired,Midwest,6210.69
P001110,C00270,A0027,Health,2025-01-18,2026-01-18,Active,Midwest,4836.55
P001111,C00623,A0002,Commercial,2025-06-25,2026-06-25,Active,Midwest,6701.19
P001112,C00628,A0013,Life,2024-02-26,2025-02-25,Cancelled,West,663.71
P001113,C00987,A0079,Auto,2023-03-13,2024-03-12,Active,Northeast,1626.19
P001114,C00626,A0080,Commercial,2024-04-08,2025-04-08,Renewed,Midwest,5280.69
P001115,C00965,A0066,Life,2023-02-17,2024-02-17,Active,West,1661.78
P001116,C00270,A0002,Commercial,2024-02-25,2025-02-24,Active,Midwest,10331.77
P001117,C00414,A0078,Commercial,2024-04-17,2025-04-17,Renewed,Northeast,10609.27
P001118,C00001,A0051,Auto,2024-02-21,2025-02-20,Renewed,South,1523.24
P001119,C00180,A0053,Health,2024-02-21,2025-02-20,Active,Northeast,7176.2
P001120,C00457,A0060,Health,2025-01-23,2026-01-23,Cancelled,West,3897.7
P001121,C00919,A0013,Home,2024-11-04,2025-11-04,Expired,West,1721.18
P001122,C00461,A0012,Commercial,2025-03-22,2026-03-22,Renewed,Midwest,7187.92
P001123,C00424,A0011,Commercial,2025-02-15,2026-02-15,Renewed,South,6714.64
P001124,C00476,A0059,Home,2025-01-09,2026-01-09,Active,Midwest,2829.54
P001125,C00849,A0052,Commercial,2023-05-04,2024-05-03,Renewed,West,5808.06
P001126,C00151,A0070,Auto,2024-11-11,2025-11-11,Cancelled,South,961.63
P001127,C00171,A0072,Life,2024-07-04,2025-07-04,Active,South,1047.19
P001128,C00395,A0074,Life,2023-10-28,2024-10-27,Expired,South,1518.98
P001129,C00302,A0068,Home,2024-03-21,2025-03-21,Expired,Northeast,2121.55
P001130,C00965,A0048,Home,2025-03-30,2026-03-30,Expired,West,3217.78
P001131,C00979,A0072,Home,2023-10-06,2024-10-05,Active,South,2648.23
P001132,C00903,A0059,Auto,2023-11-30,2024-11-29,Renewed,Midwest,1346.76
P001133,C00101,A0061,Commercial,2025-03-01,2026-03-01,Cancelled,South,10916.56
P001134,C00615,A0039,Home,2023-04-22,2024-04-21,Active,West,2816.58
P001135,C00791,A0068,Auto,2023-10-21,2024-10-20,Active,Northeast,1783.03
P001136,C00116,A0009,Auto,2024-10-31,2025-10-31,Renewed,Midwest,1113.84
P001137,C00783,A0001,Life,2023-03-13,2024-03-12,Active,Northeast,887.71
P001138,C00708,A0055,Commercial,2024-12-16,2025-12-16,Cancelled,Northeast,9837.51
P001139,C00735,A0068,Auto,2023-01-04,2024-01-04,Active,Northeast,1707.14
P001140,C00859,A0017,Commercial,2023-09-07,2024-09-06,Cancelled,Northeast,5096.39
P001141,C00632,A0044,Life,2023-04-11,2024-04-10,Renewed,South,1489.92
P001142,C00819,A0042,Health,2024-05-14,2025-05-14,Cancelled,Midwest,7364.71
P001143,C00744,A0067,Commercial,2023-09-09,2024-09-08,Active,South,10186.58
P001144,C00642,A0003,Home,2023-11-30,2024-11-29,Active,South,2231.0
P001145,C00020,A0075,Commercial,2023-01-22,2024-01-22,Active,Midwest,4225.46
P001146,C00677,A0035,Commercial,2023-05-31,2024-05-30,Active,South,10250.32
P001147,C00259,A0062,Home,2023-06-15,2024-06-14,Active,South,1658.55
P001148,C00536,A0013,Home,2024-07-05,2025-07-05,Cancelled,West,3133.46
P001149,C00012,A0024,Health,2024-12-13,2025-12-13,Active,South,7449.26
P001150,C00050,A0018,Life,2023-11-27,2024-11-26,Expired,West,1164.12
P001151,C00944,A0051,Health,2025-04-23,2026-04-23,Renewed,South,6106.31
P001152,C00332,A0033,Auto,2023-12-03,2024-12-02,Expired,Midwest,2154.24
P001153,C00629,A0023,Home,2025-03-18,2026-03-18,Renewed,Northeast,1799.05
P001154,C00815,A0024,Health,2025-05-27,2026-05-27,Expired,South,6269.8
P001155,C00011,A0027,Life,2023-12-05,2024-12-04,Renewed,Midwest,966.81
P001156,C00584,A0031,Health,2023-06-20,2024-06-19,Cancelled,South,4866.16
P001157,C00952,A0055,Commercial,2025-01-21,2026-01-21,Active,Northeast,7980.99
P001158,C00550,A0044,Home,2023-08-11,2024-08-10,Renewed,South,3133.08
P001159,C00221,A0013,Home,2023-08-25,2024-08-24,Expired,West,2253.78
P001160,C00255,A0057,Life,2024-06-02,2025-06-02,Active,Northeast,857.6
P001161,C00380,A0075,Life,2023-07-13,2024-07-12,Active,Midwest,1339.34
P001162,C00011,A0002,Commercial,2023-08-06,2024-08-05,Renewed,Midwest,8936.67
P001163,C00795,A0035,Health,2023-07-14,2024-07-13,Active,South,4959.81
P001164,C00895,A0032,Auto,2023-09-13,2024-09-12,Expired,Midwest,1472.42
P001165,C00115,A0033,Home,2023-03-07,2024-03-06,Active,Midwest,1514.68
P001166,C00822,A0036,Life,2023-03-15,2024-03-14,Active,Northeast,1459.39
P001167,C00806,A0031,Commercial,2025-02-18,2026-02-18,Renewed,South,10125.49
P001168,C00699,A0052,Home,2024-03-19,2025-03-19,Active,West,1525.89
P001169,C00333,A0028,Life,2024-11-21,2025-11-21,Cancelled,Midwest,1257.37
P001170,C00200,A0008,Commercial,2024-12-14,2025-12-14,Cancelled,Midwest,10038.48
P001171,C00651,A0071,Life,2023-04-27,2024-04-26,Active,South,1013.94
P001172,C00045,A0008,Life,2024-03-26,2025-03-26,Active,Midwest,1425.52
P001173,C00136,A0012,Health,2023-11-20,2024-11-19,Active,Midwest,7168.61
P001174,C00827,A0040,Commercial,2023-09-10,2024-09-09,Active,West,10528.95
P001175,C00397,A0006,Life,2023-10-12,2024-10-11,Renewed,South,1620.35
P001176,C00327,A0023,Health,2024-02-16,2025-02-15,Active,Northeast,3391.17
P001177,C00517,A0059,Life,2024-11-29,2025-11-29,Active,Midwest,1277.7
P001178,C00237,A0042,Home,2023-06-28,2024-06-27,Active,Midwest,3180.35
P001179,C00745,A0054,Health,2025-06-25,2026-06-25,Cancelled,West,5383.99
P001180,C00139,A0007,Health,2023-10-11,2024-10-10,Renewed,South,6909.82
P001181,C00387,A0041,Health,2025-04-24,2026-04-24,Cancelled,South,5043.85
P001182,C00946,A0001,Health,2024-12-30,2025-12-30,Active,Northeast,5675.61
P001183,C00933,A0028,Commercial,2025-06-08,2026-06-08,Active,Midwest,7719.09
P001184,C00033,A0067,Life,2023-06-30,2024-06-29,Renewed,South,974.42
P001185,C00145,A0021,Home,2023-04-10,2024-04-09,Cancelled,South,2761.31
P001186,C00368,A0042,Health,2023-03-07,2024-03-06,Active,Midwest,7076.25
P001187,C00209,A0040,Auto,2024-11-19,2025-11-19,Active,West,1473.89
P001188,C00529,A0048,Home,2023-05-13,2024-05-12,Expired,West,2242.78
P001189,C00449,A0069,Home,2023-12-24,2024-12-23,Active,South,3172.75
P001190,C00630,A0054,Commercial,2024-07-21,2025-07-21,Cancelled,West,8463.92
P001191,C00986,A0014,Home,2024-12-08,2025-12-08,Expired,South,1935.16
P001192,C00794,A0023,Life,2025-01-22,2026-01-22,Active,Northeast,1027.56
P001193,C00288,A0071,Auto,2023-09-02,2024-09-01,Renewed,South,1994.35
P001194,C00254,A0028,Health,2024-08-16,2025-08-16,Active,Midwest,2974.83
P001195,C00094,A0065,Commercial,2024-04-09,2025-04-09,Renewed,South,5477.75
P001196,C00708,A0043,Life,2023-11-06,2024-11-05,Renewed,Northeast,1325.56
P001197,C00179,A0040,Auto,2024-03-21,2025-03-21,Renewed,West,2203.2
P001198,C00549,A0021,Auto,2024-10-28,2025-10-28,Active,South,1520.25
P001199,C00151,A0031,Life,2023-04-01,2024-03-31,Active,South,909.66
P001200,C00138,A0003,Life,2023-01-25,2024-01-25,Expired,South,1208.9
P001201,C00647,A0048,Life,2023-09-21,2024-09-20,Active,West,1472.99
P001202,C00523,A0077,Commercial,2024-01-29,2025-01-28,Active,Northeast,8512.59
P001203,C00482,A0032,Home,2024-09-28,2025-09-28,Renewed,Midwest,1179.18
P001204,C00902,A0015,Home,2023-05-28,2024-05-27,Renewed,South,2547.01
P001205,C00280,A0031,Health,2024-06-13,2025-06-13,Active,South,7619.65
P001206,C00676,A0046,Home,2025-05-14,2026-05-14,Renewed,West,1884.42
P001207,C00812,A0040,Auto,2023-06-17,2024-06-16,Active,West,852.32
P001208,C00620,A0046,Auto,2024-06-27,2025-06-27,Active,West,1748.99
P001209,C00625,A0063,Commercial,2023-10-01,2024-09-30,Active,Northeast,5520.41
P001210,C00174,A0064,Commercial,2024-09-01,2025-09-01,Active,Northeast,4163.37
P001211,C00184,A0080,Health,2025-06-13,2026-06-13,Renewed,Midwest,5139.55
P001212,C00121,A0012,Life,2024-09-10,2025-09-10,Active,Midwest,1380.09
P001213,C00121,A0009,Auto,2024-03-16,2025-03-16,Renewed,Midwest,1860.67
P001214,C00885,A0023,Health,2025-05-31,2026-05-31,Expired,Northeast,4217.69
P001215,C00980,A0030,Auto,2024-02-20,2025-02-19,Active,West,1951.83
P001216,C00807,A0041,Health,2023-02-03,2024-02-03,Cancelled,South,5560.49
P001217,C00128,A0061,Home,2025-04-03,2026-04-03,Expired,South,2942.85
P001218,C00196,A0026,Auto,2024-07-23,2025-07-23,Active,Midwest,1112.27
P001219,C00322,A0006,Home,2024-01-13,2025-01-12,Expired,South,3094.4
P001220,C00105,A0028,Commercial,2025-01-10,2026-01-10,Active,Midwest,6287.31
P001221,C00758,A0042,Home,2024-09-07,2025-09-07,Active,Midwest,1848.79
P001222,C00145,A0006,Life,2024-03-25,2025-03-25,Active,South,885.81
P001223,C00939,A0061,Life,2023-10-25,2024-10-24,Renewed,South,632.94
P001224,C00260,A0051,Auto,2024-05-13,2025-05-13,Cancelled,South,1708.09
P001225,C00044,A0006,Life,2025-01-19,2026-01-19,Cancelled,South,1029.54
P001226,C00239,A0062,Commercial,2024-03-13,2025-03-13,Active,South,7163.46
P001227,C00914,A0080,Home,2024-12-20,2025-12-20,Active,Midwest,2535.53
P001228,C00484,A0045,Home,2023-11-15,2024-11-14,Expired,Northeast,2838.61
P001229,C00942,A0054,Commercial,2025-06-17,2026-06-17,Active,West,5571.23
P001230,C00934,A0052,Commercial,2024-02-27,2025-02-26,Cancelled,West,8441.69
P001231,C00644,A0056,Auto,2023-04-28,2024-04-27,Active,South,787.45
P001232,C00074,A0062,Commercial,2024-08-26,2025-08-26,Active,South,8421.94
P001233,C00401,A0016,Commercial,2023-11-09,2024-11-08,Active,South,7511.28
P001234,C00739,A0024,Commercial,2025-04-11,2026-04-11,Active,South,9355.79
P001235,C00985,A0028,Home,2024-10-17,2025-10-17,Active,Midwest,1747.0
P001236,C00186,A0004,Health,2023-07-27,2024-07-26,Active,South,3810.54
P001237,C00081,A0055,Commercial,2024-12-26,2025-12-26,Active,Northeast,10529.47
P001238,C00328,A0073,Health,2025-03-19,2026-03-19,Active,Northeast,5243.41
P001239,C00863,A0043,Home,2025-04-13,2026-04-13,Active,Northeast,1705.73
P001240,C00531,A0059,Health,2023-05-05,2024-05-04,Active,Midwest,5688.78
P001241,C00834,A0060,Auto,2023-08-17,2024-08-16,Active,West,2022.01
P001242,C00214,A0013,Life,2024-03-30,2025-03-30,Active,West,669.97
P001243,C00161,A0042,Health,2024-09-16,2025-09-16,Renewed,Midwest,5261.46
P001244,C00790,A0057,Commercial,2024-04-27,2025-04-27,Renewed,Northeast,8886.69
P001245,C00910,A0029,Life,2023-11-04,2024-11-03,Active,Northeast,744.12
P001246,C00389,A0023,Life,2024-12-24,2025-12-24,Active,Northeast,1399.92
P001247,C00588,A0059,Health,2023-11-20,2024-11-19,Active,Midwest,6891.5
P001248,C00221,A0025,Life,2025-03-23,2026-03-23,Active,West,1160.93
P001249,C00189,A0020,Health,2024-06-26,2025-06-26,Cancelled,South,5595.62
P001250,C00497,A0059,Commercial,2024-01-28,2025-01-27,Expired,Midwest,11096.92
P001251,C00020,A0010,Commercial,2023-08-17,2024-08-16,Active,Midwest,8917.65
P001252,C00200,A0059,Auto,2024-01-23,2025-01-22,Expired,Midwest,1300.68
P001253,C00276,A0037,Home,2024-01-02,2025-01-01,Renewed,South,2936.35
P001254,C00742,A0030,Home,2023-01-31,2024-01-31,Active,West,1267.26
P001255,C00689,A0030,Health,2023-11-29,2024-11-28,Active,West,3679.39
P001256,C00514,A0056,Health,2024-09-27,2025-09-27,Active,South,6745.25
P001257,C00753,A0030,Home,2024-06-26,2025-06-26,Renewed,West,1641.26
P001258,C00880,A0007,Life,2023-07-27,2024-07-26,Active,South,1407.25
P001259,C00765,A0062,Life,2023-06-23,2024-06-22,Active,South,674.93
P001260,C00472,A0035,Health,2023-11-11,2024-11-10,Active,South,6298.72
P001261,C00553,A0027,Home,2023-04-01,2024-03-31,Renewed,Midwest,2471.57
P001262,C00087,A0007,Health,2023-10-31,2024-10-30,Cancelled,South,5699.44
P001263,C00874,A0017,Auto,2023-05-18,2024-05-17,Active,Northeast,1561.85
P001264,C00432,A0021,Auto,2024-10-31,2025-10-31,Renewed,South,2144.14
P001265,C00688,A0023,Health,2023-10-01,2024-09-30,Cancelled,Northeast,4525.32
P001266,C00706,A0063,Home,2024-12-28,2025-12-28,Active,Northeast,3011.88
P001267,C00989,A0014,Auto,2023-06-05,2024-06-04,Active,South,1295.91
P001268,C00683,A0010,Health,2023-07-18,2024-07-17,Active,Midwest,3021.16
P001269,C00208,A0023,Life,2025-05-07,2026-05-07,Renewed,Northeast,958.12
P001270,C00878,A0017,Auto,2024-09-16,2025-09-16,Active,Northeast,1381.1
P001271,C00272,A0007,Commercial,2025-02-18,2026-02-18,Expired,South,4495.47
P001272,C00026,A0039,Auto,2024-08-28,2025-08-28,Renewed,West,1551.33
P001273,C00241,A0002,Home,2023-09-11,2024-09-10,Expired,Midwest,1584.99
P001274,C00820,A0009,Commercial,2023-12-26,2024-12-25,Active,Midwest,5935.7
P001275,C00771,A0054,Health,2024-06-16,2025-06-16,Renewed,West,4436.33
P001276,C00513,A0039,Health,2023-06-19,2024-06-18,Expired,West,3639.08
P001277,C00592,A0010,Commercial,2024-05-18,2025-05-18,Active,Midwest,5288.8
P001278,C00624,A0043,Auto,2023-12-10,2024-12-09,Expired,Northeast,1779.04
P001279,C00212,A0045,Auto,2023-10-22,2024-10-21,Renewed,Northeast,2154.98
P001280,C00167,A0040,Home,2023-03-30,2024-03-29,Active,West,2167.41
P001281,C00322,A0038,Health,2023-03-07,2024-03-06,Active,South,3590.59
P001282,C00143,A0002,Auto,2024-11-17,2025-11-17,Renewed,Midwest,1050.79
P001283,C00545,A0046,Health,2024-01-25,2025-01-24,Active,West,4508.24
P001284,C00583,A0079,Auto,2023-12-08,2024-12-07,Active,Northeast,1810.87
P001285,C00810,A0044,Life,2025-03-18,2026-03-18,Renewed,South,1467.71
P001286,C00440,A0010,Commercial,2024-02-15,2025-02-14,Active,Midwest,7109.82
P001287,C00378,A0018,Home,2023-05-07,2024-05-06,Expired,West,1611.4
P001288,C00508,A0017,Commercial,2025-04-10,2026-04-10,Active,Northeast,5931.81
P001289,C00770,A0062,Health,2023-04-07,2024-04-06,Active,South,3711.27
P001290,C00565,A0052,Home,2023-02-10,2024-02-10,Active,West,2672.28
P001291,C00778,A0046,Auto,2023-12-04,2024-12-03,Expired,West,861.47
P001292,C00312,A0035,Life,2024-10-29,2025-10-29,Cancelled,South,647.95
P001293,C00463,A0002,Life,2025-01-10,2026-01-10,Renewed,Midwest,621.19
P001294,C00603,A0046,Health,2024-10-26,2025-10-26,Active,West,6996.89
P001295,C00946,A0045,Home,2023-02-21,2024-02-21,Renewed,Northeast,2678.08
P001296,C00776,A0007,Home,2023-04-24,2024-04-23,Active,South,2732.92
P001297,C00127,A0022,Life,2023-11-02,2024-11-01,Active,South,1285.87
P001298,C00262,A0005,Life,2023-07-17,2024-07-16,Expired,West,967.36
P001299,C00590,A0016,Life,2023-03-24,2024-03-23,Renewed,South,614.45
P001300,C00029,A0042,Life,2024-03-02,2025-03-02,Active,Midwest,937.25
P001301,C00720,A0055,Home,2024-11-06,2025-11-06,Renewed,Northeast,2782.67
P001302,C00322,A0072,Commercial,2025-06-21,2026-06-21,Cancelled,South,10049.3
P001303,C00148,A0070,Health,2024-05-05,2025-05-05,Active,South,5275.19
P001304,C00343,A0032,Commercial,2023-08-20,2024-08-19,Expired,Midwest,6368.97
P001305,C00401,A0014,Home,2024-05-18,2025-05-18,Active,South,1667.91
P001306,C00285,A0072,Health,2023-01-14,2024-01-14,Active,South,6817.7
P001307,C00273,A0061,Health,2023-08-18,2024-08-17,Expired,South,4758.99
P001308,C00562,A0035,Home,2023-05-31,2024-05-30,Active,South,2160.48
P001309,C00806,A0031,Health,2023-10-20,2024-10-19,Active,South,4334.72
P001310,C00101,A0065,Health,2024-08-10,2025-08-10,Renewed,South,7475.7
P001311,C00418,A0044,Health,2024-09-12,2025-09-12,Active,South,3159.23
P001312,C00928,A0021,Home,2024-10-10,2025-10-10,Expired,South,2767.99
P001313,C00084,A0010,Health,2023-03-20,2024-03-19,Expired,Midwest,3605.83
P001314,C00806,A0016,Commercial,2025-02-16,2026-02-16,Active,South,4786.77
P001315,C00772,A0069,Home,2023-04-28,2024-04-27,Active,South,3105.05
P001316,C00976,A0010,Commercial,2024-09-16,2025-09-16,Active,Midwest,7654.62
P001317,C00235,A0051,Life,2024-03-28,2025-03-28,Active,South,1392.31
P001318,C00341,A0060,Life,2023-10-25,2024-10-24,Expired,West,1100.95
P001319,C00067,A0069,Commercial,2024-07-14,2025-07-14,Renewed,South,8456.36
P001320,C00468,A0071,Auto,2023-01-03,2024-01-03,Active,South,1159.39
P001321,C00342,A0002,Home,2025-06-28,2026-06-28,Renewed,Midwest,2377.83
P001322,C00649,A0032,Auto,2023-11-24,2024-11-23,Active,Midwest,1548.86
P001323,C00113,A0075,Auto,2024-08-29,2025-08-29,Active,Midwest,1903.73
P001324,C00511,A0058,Auto,2024-09-04,2025-09-04,Active,South,1192.43
P001325,C00592,A0012,Health,2025-02-25,2026-02-25,Renewed,Midwest,4880.1
P001326,C00203,A0069,Life,2025-04-05,2026-04-05,Active,South,1293.97
P001327,C00770,A0024,Commercial,2025-05-11,2026-05-11,Expired,South,7272.36
P001328,C00201,A0008,Auto,2024-12-25,2025-12-25,Active,Midwest,1656.9
P001329,C00633,A0065,Life,2023-10-30,2024-10-29,Active,South,994.31
P001330,C00193,A0023,Home,2023-07-03,2024-07-02,Renewed,Northeast,2221.21
P001331,C00856,A0035,Life,2024-09-20,2025-09-20,Cancelled,South,1276.11
P001332,C00932,A0016,Life,2024-04-03,2025-04-03,Active,South,1195.67
P001333,C00840,A0080,Commercial,2025-05-08,2026-05-08,Active,Midwest,5803.95
P001334,C00084,A0026,Commercial,2024-06-01,2025-06-01,Active,Midwest,5422.81
P001335,C00708,A0077,Commercial,2024-06-19,2025-06-19,Active,Northeast,10009.38
P001336,C00940,A0014,Commercial,2025-02-25,2026-02-25,Active,South,9201.38
P001337,C00319,A0077,Auto,2024-11-15,2025-11-15,Expired,Northeast,1869.21
P001338,C00551,A0076,Auto,2023-07-22,2024-07-21,Expired,South,1790.38
P001339,C00501,A0041,Health,2023-04-05,2024-04-04,Renewed,South,6158.59
P001340,C00549,A0061,Health,2023-04-04,2024-04-03,Active,South,4659.18
